,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
809,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,393847,Paid / Included,2002,19.81,4.88,Not Given,Not Given,Menorca,Spain,1/1/2000,2 x MAN D2848,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1951056/,1951056
810,590,590,Not Given,Power Boat,328206,Not Given,2004,18.31,5.26,Not Given,Not Given,Porto Cristo,Spain,1/1/2000,None,Not Given,Not Given,Not Given,3,5,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1946961/,1946961
811,Rodman 64,Rodman,64,Power Boat,494834,Paid / Included,2005,19.65,05.03,Not Given,Not Given,South of spain,Spain,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1946896/,1946896
812,Sunseeker Predator 75,Sunseeker,Predator 75,Power Boat,479686,Paid / Included,2001,22.1,5.43,2.9,41780,Alicante,Spain,1/1/2000,2x 1300cv MAN-D 2842 LE 404,1280,Diesel,5000,3,Not Given,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1943136/,1943136
813,Guy Couach 195 Fly,Guy,Couach 195 Fly,Power Boat,383748,Paid / Included,2006,19.45,4.64,1.4,Not Given,Roses,Spain,1/1/2000,MAN  D2840 LE 423,915,Diesel,5000,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1940922/,1940922
814,Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,479686,Not Given,2008,19.61,5.0,1.5,34000,Malaga,Spain,1/1/2000,MAN  V8 CRM diesel,550,Diesel,3000,4,5,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1940576/,1940576
815,One Off Sailing Yacht,One,Off Sailing Yacht,Sail Boat,454440,Not Paid / Excluded,1975,19.0,4.4,2.0,32000,Contact De Valk Barcelona / Gerona,Spain,1/1/2000,1 x Hino,Not Given,Diesel,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1940387/,1940387
816,Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,499878,Not Paid / Excluded,2008,19.61,5.0,1.5,Not Given,Mallorca,Spain,1/1/2000,Man  V8 900,380,Diesel,3001,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1935807/,1935807
817,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Spain,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1934237/,1934237
818,Baglietto Yachts 21M,Baglietto,Yachts 21M,Sail Boat,454440,Not Given,1929,21.48,3.9,Not Given,Not Given,0,Spain,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1933914/,1933914
819,Cantiere Baglietto Classic International 12 Metre,Cantiere,Baglietto Classic International 12 Metre,Sail Boat,454440,Not Paid / Excluded,1929,21.48,3.9,2.6,27000,Barcelona,Spain,1/1/2000,Steyre MO 166 K28 163hp,500,Diesel,300,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1933905/,1933905
820,Fairline Targa 64,Fairline,Targa 64,Power Boat,443331,Not Paid / Excluded,2009,19.3,4.76,Not Given,Not Given,Empuriabrava,Spain,1/1/2000,2 x MAN 1100 CRM,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1933450/,1933450
821,Azimut 62S,Azimut,62S,Power Boat,504933,Paid / Included,2008,18.8,4.8,2.3,Not Given,Balearics,Spain,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1924609/,1924609
822,Oliver Classic 20M Tsdy,Oliver,Classic 20M Tsdy,Power Boat,398896,Not Paid / Excluded,2004,19.9,4.6,1.35,38000,Palma de Mallorca,Spain,1/1/2000,2x MAN D0826 LE 315hp,4500,Diesel,5900,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1918131/,1918131
823,Ferretti Yachts 210 Fly,Ferretti,Yachts 210 Fly,Power Boat,373650,Paid / Included,1997,22.0,5.5,1.5,Not Given,Palma,Spain,1/1/2000,Two Caterpillars 3412 - 2x 1250Hp,2750,Diesel,5000,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1914593/,1914593
824,Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,479686,Not Given,2008,18.29,5.0,1.5,Not Given,Spain,Spain,1/1/2000,twin MAN 900 V8,450,Diesel,3000,3,3,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1913455/,1913455
825,Azimut Yachts 62S,Azimut,Yachts 62S,Power Boat,504933,Paid / Included,2009,19.05,4.9,1.52,Not Given,Mal Pas - Bon Aire,Spain,1/1/2000,CAT  C18,450,Diesel,2699,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1913059/,1913059
826,Motor Yacht Lieva 72,Motor,Yacht Lieva 72,Power Boat,353453,Paid / Included,1995,21.95,06.09,Not Given,Not Given,Alicante,Spain,1/1/2000,None,1359,Diesel,11500,4,14,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1911638/,1911638
827,Cnb Bordeaux 60,Cnb,Bordeaux 60,Sail Boat,393847,Paid / Included,2008,18.29,Not Given,Not Given,Not Given,Barcelona,Spain,1/1/2000,VOLVO D4-180 HP (Shaft Drives),Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1906380/,1906380
828,Princess V65,Princess,V65,Power Boat,352443,Paid / Included,2003,20.17,05.08,Not Given,Not Given,Spain,Spain,1/1/2000,2 x 2 x MAN,2300,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1905908/,1905908
829,Azimut Yachts 62,Azimut,Yachts 62,Power Boat,429193,Paid / Included,2004,19.25,05.06,1.51,Not Given,Spain,Spain,1/1/2000,2 x Caterpillar,1192,Diesel,Not Given,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1905899/,1905899
830,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,343348,Paid / Included,2001,20.27,5.21,1.45,Not Given,Spain,Spain,1/1/2000,2 x MAN,1200,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1905897/,1905897
831,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,429193,Paid / Included,2002,20.27,5.21,1.44,Not Given,Costa del Sol,Spain,1/1/2000,2 x MAN,900,Diesel,Not Given,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1905896/,1905896
832,Mystic 60,Mystic,60,Sail Boat,348403,Paid / Included,2002,18.29,4.77,2.9,21682,Alicante,Spain,1/1/2000,None,5500,Diesel,779,4,12,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1902378/,1902378
833,Guy Couach 2100 Fly,Guy,Couach 2100 Fly,Power Boat,318107,Paid / Included,1999,21.6,5.4,1.35,50000,Espagne,Spain,1/1/2000,2 x MTU 12V183TE93,2543,Diesel,8800,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1894741/,1894741
834,Bugari 72,Bugari,72,Sail Boat,328206,Paid / Included,1978,21.5,5.49,Not Given,45000,Palma de Mallorca,Spain,1/1/2000,1 x Perkins  Sabre,Not Given,Diesel,1000,3,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1892672/,1892672
835,Riva 60 Bahamas Special,Riva,60 Bahamas Special,Power Boat,494834,Paid / Included,1998,18.98,4.91,Not Given,Not Given,Mallorca,Spain,1/1/2000,2 x MAN V12-1200,Not Given,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1887421/,1887421
836,Classic Craft 50 Foot Gaff Rigged Sloop,Classic,Craft 50 Foot Gaff Rigged Sloop,Sail Boat,393847,Not Given,1898,18.9,3.3,2.2,13000,Palma de Mallorca,Spain,1/1/2000,1 x Perkins,Not Given,Diesel,49,1,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1886732/,1886732
837,Sunseeker Predator 61,Sunseeker,Predator 61,Power Boat,313058,Paid / Included,2002,19.0,4.6,1.45,28920,Malaga,Spain,1/1/2000,MAN  D2848LE403,Not Given,Diesel,3000,Not Given,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1884155/,1884155
838,Custom Built Flybridge 73,Custom,Built Flybridge 73,Power Boat,499883,Not Paid / Excluded,2001,22.46,06.06,2.85,65000000,Alicante,Spain,1/1/2000,2 x MAN,Not Given,Diesel,6500,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1881311/,1881311
839,Hanse 630E,Hanse,630E,Sail Boat,464538,Not Paid / Excluded,2012,19.0,5.15,2.9,Not Given,Gran Canaria,Spain,1/1/2000,Volvo Penta,1476,Diesel,800,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1878177/,1878177
840,Guy Couach 2200 Fly,Guy,Couach 2200 Fly,Power Boat,489785,Paid / Included,2000,21.0,5.4,1.5,74000,Contact De Valk Amsterdam,Spain,1/1/2000,2 x MTU,1500,Diesel,Not Given,3,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1868061/,1868061
841,Alfred Mylne 75 Bermudan Yawl,Alfred,Mylne 75 Bermudan Yawl,Sail Boat,484735,Paid / Included,1925,22.9,4.4,2.98,42940,Barcelona,Spain,1/1/2000,Perkins Sabre 135 135hp,Not Given,Diesel,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1853421/,1853421
842,Princess 20 M,Princess,20 M,Power Boat,348403,Paid / Included,1998,21.7,5.26,1.4,36000,Spain,Spain,1/1/2000,2 x MAN,1262,Diesel,Not Given,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1852141/,1852141
843,Azimut 62,Azimut,62,Power Boat,338305,Paid / Included,2002,19.22,05.05,0.0,Not Given,Spain,Spain,1/1/2000,2 x MTU,2361,Diesel,Not Given,3,Not Given,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1852061/,1852061
844,Princess 61,Princess,61,Power Boat,368601,Paid / Included,2003,18.9,4.88,1.3,Not Given,Valenciana,Spain,1/1/2000,2 x MAN,900,Diesel,3000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1843508/,1843508
845,Rodman 64,Rodman,64,Power Boat,449390,Paid / Included,2005,19.6,Not Given,Not Given,36,Barcelona,Spain,1/1/2000,2 x 1050 Hp . MAN,982,Diesel,4,4,8,8,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1838729/,1838729
846,Sunseeker Manhattan 74,Sunseeker,Manhattan 74,Power Boat,489785,Paid / Included,2001,23.04,5.21,1.24,37100,Roses,Spain,1/1/2000,2 x MAN 2 X,Not Given,Diesel,5000,4,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1835716/,1835716
847,Custom Bruce Roberts 64,Custom,Bruce Roberts 64,Sail Boat,402936,Paid / Included,1992,19.4,5.25,2.5,45000,Kanarische Inseln,Spain,1/1/2000,"1 x Cummins GBT 5,9 M",2000,Diesel,1500,5,12,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1832995/,1832995
848,Princess 20 M,Princess,20 M,Power Boat,348403,Paid / Included,1998,21.7,5.26,1.4,36000,Spain,Spain,1/1/2000,2 x MAN,1262,Diesel,Not Given,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1828470/,1828470
849,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Spain,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1828430/,1828430
850,Azimut 62 Fly,Azimut,62 Fly,Power Boat,338305,Paid / Included,2002,18.89,05.05,1.49,Not Given,ALTEA,Spain,1/1/2000,2 x 2 X MTU,2350,Diesel,3400,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1825770/,1825770
851,Moody 64,Moody,64,Sail Boat,479686,Not Paid / Excluded,2002,19.4,5.33,2.6,Not Given,Spain,Spain,1/1/2000,1 x Yanmar,2235,Not Given,2000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1820116/,1820116
852,Aicon 62,Aicon,62,Power Boat,388798,Not Paid / Excluded,2008,20.68,05.08,0.98,Not Given,Spain,Spain,1/1/2000,2 x MTU,1147,Not Given,3200,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1820092/,1820092
853,Stefini 66,Stefini,66,Sail Boat,453430,Paid / Included,1985,20.2,5.3,2.2,42000,Contact De Valk Costa Blanca,Spain,1/1/2000,2 x Nanni / Mercedes Ben,3100,Diesel,Not Given,4,11,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1812433/,1812433
854,Classic Schooner,Classic,Schooner,Sail Boat,454440,Paid / Included,1936,19.31,5.8,2.4,Not Given,Ibiza,Spain,1/1/2000,1 x Cummins,4930,Not Given,Not Given,2,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1809408/,1809408
855,Azimut Yachts 70 Sea Jet,Azimut,Yachts 70 Sea Jet,Power Boat,449390,Paid / Included,2001,21.33,5.48,1.68,Not Given,Marbella,Spain,1/1/2000,MTU   12V 183 TE 93,1400,Diesel,5,4,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1806862/,1806862
856,Kanter 66,Kanter,66,Sail Boat,424143,Paid / Included,1995,20.7,5.36,2.4,32205,Cádiz,Spain,1/1/2000,1 x Caterpillar 3208,Not Given,Diesel,1000,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1801411/,1801411
857,Pantera Gt80,Pantera,Gt80,Power Boat,499883,Not Paid / Excluded,2007,23.85,5.65,1.35,40000,Spain,Spain,1/1/2000,2 x  MTU 12V2000 CR M Diesel 1800 hp,900,Diesel,6500,3,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1791165/,1791165
858,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,479686,Paid / Included,2002,20.27,5.21,0.94,29846,Spain,Spain,1/1/2000,790 cv MAN D2848 LE-403 V8,1050,Diesel,2937,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1776253/,1776253
859,Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,504882,Paid / Included,2008,19.61,5.0,1.5,46133,Palma de Mallorca,Spain,1/1/2000,2 x MAN,1800,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1774164/,1774164
860,Azimut Yachts 62S,Azimut,Yachts 62S,Power Boat,499883,Not Paid / Excluded,2007,19.26,4.98,1.52,Not Given,Alicante,Spain,1/1/2000,Caterpillar  C18,732,Diesel,2699,4,12,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1769177/,1769177
861,Pantera Gt80,Pantera,Gt80,Power Boat,499883,Not Paid / Excluded,2007,23.85,5.65,1.35,40000,Contact De Valk Costa Blanca,Spain,1/1/2000,2 x MTU,900,Diesel,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1764201/,1764201
862,Custom Steel Ketch,Custom,Steel Ketch,Sail Boat,378700,Paid / Included,1989,19.41,4.52,2.1,60000,Contact De Valk Kiel,Spain,1/1/2000,2 x Mercsdes,2460,Diesel,Not Given,2,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1754828/,1754828
863,Cantieri Di Pisa Akhir 23,Cantieri,Di Pisa Akhir 23,Power Boat,352443,Not Paid / Excluded,1988,21.69,5.75,1.92,50000,Alicante,Spain,1/1/2000,2x 1373hp MTU 12v 183TE94,966,Diesel,6250,5,10,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1754550/,1754550
864,Alfamarine 60,Alfamarine,60,Power Boat,402936,Not Paid / Excluded,2002,18.96,4.6,1.4,Not Given,Ibiza,Spain,1/1/2000,2x 1319.20hp MTU-12V TE 94,Not Given,Diesel,3500,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1748404/,1748404
865,Astondoa 72 Glx,Astondoa,72 Glx,Power Boat,499883,Paid / Included,2003,21.81,5.45,Not Given,44000,Contact De Valk Barcelona / Gerona,Spain,1/1/2000,2 x MAN,1800,Diesel,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1744389/,1744389
866,Irwin 65,Irwin,65,Sail Boat,423133,Paid / Included,1989,22.0,5.2,2.1,57000,Contact De Valk Barcelona / Gerona,Spain,1/1/2000,2 x Yanmar,1500,Diesel,Not Given,5,12,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1728299/,1728299
867,Elegance 65,Elegance,65,Power Boat,454440,Paid / Included,2004,19.81,1.68,Not Given,Not Given,Spain,Spain,1/1/2000,man electronics 2x1050,Not Given,Diesel,Not Given,5,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1714771/,1714771
868,Azimut 68 S,Azimut,68 S,Power Boat,494834,Paid / Included,2005,21.14,05.07,1.6,Not Given,Spain,Spain,1/1/2000,2 x MAN,Not Given,Diesel,3500,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1675550/,1675550
869,Astondoa 72 Glx,Astondoa,72 Glx,Power Boat,494834,Paid / Included,2001,22.2,5.5,1.2,Not Given,Altea,Spain,1/1/2000,2 x Man,1180,Diesel,Not Given,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1651225/,1651225
870,Ferretti Yachts 70,Ferretti,Yachts 70,Power Boat,499883,Paid / Included,1997,21.44,1.78,5.48,4500,Palmanova,Spain,1/1/2000,MTU  12V 183TE 93,1420,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1648456/,1648456
871,Moody 64,Moody,64,Sail Boat,469587,Not Paid / Excluded,2002,19.4,5.33,2.6,31000,Contact De Valk Amsterdam,Spain,1/1/2000,1 x Yanmar,Not Given,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1628814/,1628814
872,Oliver Classic 20,Oliver,Classic 20,Sail Boat,499883,Not Paid / Excluded,2005,20.0,4.6,1.27,38000,Mallorca,Spain,1/1/2000,2 x MAN D 0826 LE,Not Given,Diesel,6000,6,12,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1596950/,1596950
873,Blue Ocean 65,Blue,Ocean 65,Sail Boat,383748,Paid / Included,1984,19.82,5.13,3.69,31780,Contact De Valk Palma,Spain,1/1/2000,None,Not Given,Not Given,Not Given,3,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1425344/,1425344
874,Mochi 19,Mochi,19,Power Boat,378700,Paid / Included,1999,19.65,5.18,Not Given,Not Given,Altea,Spain,1/1/2000,2 x Man,1330,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1415987/,1415987
875,Baltic 64 Centreboard,Baltic,64 Centreboard,Sail Boat,494834,Paid / Included,1990,19.5,5.28,1.8,31215,Barcelona,Spain,1/1/2000,Perkjins M135 125hp,Not Given,Diesel,1200,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1400581/,1400581
876,John Alden Yawl,John,Alden Yawl,Sail Boat,429193,Not Given,1940,19.51,4.57,2.74,27710,Spain,Spain,1/1/2000,Perkins  Sabre M115 T,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1359457/,1359457
877,Princess 20,Princess,20,Power Boat,353453,Paid / Included,1998,20.77,5.26,Not Given,Not Given,Altea,Spain,1/1/2000,2 x Man,1187,Diesel,4500,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1352377/,1352377
878,Baltic Yachts 64 Centerboard,Baltic,Yachts 64 Centerboard,Sail Boat,494834,Paid / Included,1990,19.35,5.28,1.8,Not Given,Spain,Spain,1/1/2000,Perkins  M135,200,Diesel,1200,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1333644/,1333644
879,X-Yachts X-612,X-Yachts,X-612,Sail Boat,352443,Paid / Included,1995,18.29,05.08,2.88,19500,Costa Blanca,Spain,1/1/2000,"2 Volvo Penta MD22a diesel engines, 60hp each",Not Given,Diesel,800,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1283499/,1283499
880,Ferretti 70,Ferretti,70,Power Boat,499883,Paid / Included,1997,21.94,5.48,2.0,Not Given,Palma de Mallorca,Spain,1/1/2000,2 x MTU 2 x 1500hp,1436,Diesel,5000,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1258327/,1258327
881,Van Lent 78,Van,Lent 78,Power Boat,353453,Paid / Included,1972,23.95,5.4,1.8,Not Given,Palma de Mallorca,Spain,1/1/2000,2 x MTU 8 Cylinder Turbo,2190,Diesel,8000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1246292/,1246292
882,Rodman 64,Rodman,64,Power Boat,504933,Not Given,2005,19.65,05.03,1.51,Not Given,Tarragona,Spain,1/1/2000,None,Not Given,Diesel,4200,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1196493/,1196493
883,Azimut 62S,Azimut,62S,Power Boat,494834,Paid / Included,2007,18.36,4.9,1.52,Not Given,Spain,Spain,1/1/2000,2 x CAT C18,Not Given,Diesel,2699,Not Given,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1060913/,1060913
884,Rodman 64,Rodman,64,Power Boat,403946,Paid / Included,2005,19.65,05.03,Not Given,36200,Contact De Valk Palma,Spain,1/1/2000,2 x Man,850,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1040496/,1040496
0,Guy Couach 185 Fly,Guy,Couach 185 Fly,Power Boat,259000,Not Given,2000,18.45,4.8,1.28,27000,Méditerranée,France,1/1/2000,2 x MTU,Not Given,Not Given,4900,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1966897/,1966897
0,Princess V58,Princess,V58,Power Boat,338000,Paid / Included,2006,18.19,4.62,Not Given,Not Given,Cannes,France,1/1/2000,None,Not Given,Diesel,2158,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1963673/,1963673
0,Ferretti 590,Ferretti,590,Power Boat,350000,Paid / Included,2004,18.33,5.25,0.0,Not Given,Cannes,France,1/1/2000,2 x MAN,440,Not Given,Not Given,3,7,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1963500/,1963500
0,Aicon 56 Fly,Aicon,56 Fly,Power Boat,355000,Paid / Included,2006,17.86,4.85,Not Given,Not Given,France,France,1/1/2000,2 x CATERPILLAR,605,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1959668/,1959668
0,Azimut 62' Flybridge,Azimut,62' Flybridge,Power Boat,495000,Paid / Included,2005,19.86,5.27,1.4,Not Given,France,France,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1957920/,1957920
